date,articleNo,title,type,deposit,rent,area_m2,floor,address,realtor,postedYmd,updatedYmd,link
"20250810","2538518706","일반원룸","원룸","1,000","65","26.4","6/12","","더리치공인중개사사무소","","","https://m.land.naver.com/article/info/2538518706"
"20250810","2538608714","도시형생활주택","원룸","1억","20","12.85","10/12","","복들어오는 공인중개사사무소","","","https://m.land.naver.com/article/info/2538608714"
"20250810","2538529306","일반원룸","원룸","500","40","19.84","3/4","","더리치공인중개사사무소","","","https://m.land.naver.com/article/info/2538529306"
"20250810","2538409728","도시형생활주택","원룸","4,000","32","14.91","중/13","","삼성공인중개사사무소","","","https://m.land.naver.com/article/info/2538409728"
"20250810","2538424836","일반원룸","원룸","500","38","12.3","3/5","","다모아부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2538424836"
"20250810","2538367804","도시형생활주택","원룸","8,600","25","12.13","7/14","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2538367804"
"20250810","2538374219","일반원룸","원룸","500","35","12.24","중/5","","이도공인중개사","","","https://m.land.naver.com/article/info/2538374219"
"20250810","2538037218","일반원룸","원룸","500","60","23","4/8","","홈즈공인중개사사무소","","","https://m.land.naver.com/article/info/2538037218"
"20250810","2538126153","일반원룸","원룸","1,000","42","19","2/3","","삼성부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2538126153"
"20250810","2538300619","도시형생활주택","원룸","3,000","28","13.79","저/12","","삼성공인중개사사무소","","","https://m.land.naver.com/article/info/2538300619"
"20250810","2538377008","도시형생활주택","원룸","7,800","20","14.91","9/13","","공인중개사사무소 바른","","","https://m.land.naver.com/article/info/2538377008"
"20250810","2538122396","일반원룸","원룸","1,000","34","17","2/3","","삼성부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2538122396"
"20250810","2538289207","기타","원룸","1,000","60","18.33","1/5","","공인중개사사무소 바른","","","https://m.land.naver.com/article/info/2538289207"
"20250810","2537802357","일반원룸","원룸","2,000","60","12.05","2/5","","하나공인중개사사무소","","","https://m.land.naver.com/article/info/2537802357"
"20250810","2538183899","일반원룸","원룸","1,000","58","39.21","4/8","","THE로드공인중개사사무소","","","https://m.land.naver.com/article/info/2538183899"
"20250810","2537925395","일반원룸","원룸","500","35","17.69","5/5","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2537925395"
"20250810","2537684696","일반원룸","원룸","6,000","12","14.91","6/13","","삼성공인중개사사무소","","","https://m.land.naver.com/article/info/2537684696"
"20250810","2538000221","일반원룸","원룸","1,000","45","19.98","3/15","","이룬공인중개사사무소","","","https://m.land.naver.com/article/info/2538000221"
"20250810","2537932360","일반원룸","원룸","1,000","60","29.75","B1/3","","영공인중개사사무소","","","https://m.land.naver.com/article/info/2537932360"
